session_type,start_date_and_time,name,session_nickname,session_status,school_id,participant_count,students_count,legacy_skills_needed,legacy_skills_covered
Campus Visit,2019-10-16 6:00:00,Campus Visit - CVillanueva - Section - 03023,CV 2019-10-16 KU 5th Grade Visit,Completed,,62,61,,
Career Jumping,2019-10-15 6:00:00,CCE-Career Jumping - CVillanueva - Section - 02921,CJ 2019-10-15 Northwest Middle School Career Jumping,Completed,,341,312,,"PWY-Business Career Exploration, PWY-Health Career Exploration, PWY-Engineering Career Exploration, PWY-Tech/IT Career Exploration"
Classroom Speaker,2019-10-11 6:00:00,Classroom Speaker - CVillanueva - Section - 02894,ClsS 2019-10-11 Ingels Elementary Career Speakers,Completed,0015f00000JUL88AAH,173,164,,"PWY-Health Career Exploration, PWY-Police/Fire Career Exploration, PWY-Bioscience Career Exploration, PWY-Business Career Exploration, PWY-Engineering Career Exploration"
FAFSA,2019-10-11 6:00:00,College Application/ FAFSA Completion - DBinion - Section - 00952,CApp 2019/10/11 Grandview College Application Fair,Completed,0015f00000JUL8IAAX,118,101,,
Workplace Visit,2019-10-11 6:00:00,Workplace Tours - BMcCarthy - Section - 00974,WT 2019/10/11 KC Crime Lab visit,Completed,,16,15,,PWY-Police/Fire Career Exploration
"Historical, not yet updated",2019-10-10 6:00:00,Financial Literacy Workshops - BMcCarthy - Section - 00933,2019/10/10 Allen Village Financial Literacy Session,Completed,,85,84,,
"Historical, not yet updated",2019-10-08 6:00:00,TechStart - DBinion - Section - 03018,TS 2019 First Semester Ruskin,Completed,0015f00000JUL8BAAX,143,143,,"Skills-Resume Building, CSCs-Communication Skills"
"Historical, not yet updated",2019-10-08 6:00:00,HealthStart - KJones-Jamtgaard - Section - 03239,HlSt 2019-10-08 Wayside Waifs visit,Completed,,13,10,,PWY-Health Career Exploration
Workplace Visit,2019-10-08 6:00:00,Workplace Tours - BMcCarthy - Section - 02884,WT 2019/10/08 Holland 1916,Completed,,49,41,,PWY-Advanced Manufacturing Career Exploration
Campus Visit,2019-10-04 6:00:00,Campus Visit - KJones-Jamtgaard - Section - 02997,CV 2019-10-04 Rockhurst Health Start Visit,Completed,,36,30,,PWY-Health Career Exploration
Classroom Speaker,2019-10-01 6:00:00,Classroom Speaker - CVillanueva - Section - 02896,ClsS 2019-10-01 Conn West Elementary Career Speakers,Completed,0015f00000JUL8LAAX,198,188,,"PWY-Health Career Exploration, PWY-Police/Fire Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Business Career Exploration, PWY-Engineering Career Exploration"
Workplace Visit,2019-10-01 6:00:00,Workplace Tours - BMcCarthy - Section - 03099,WT 2019-10-01 Sprint Worksite Visit,Completed,,142,58,,"PWY-Arts & Communications Career Exploration, PWY-STEM Career Exploration, PWY-Business Career Exploration"
Workplace Visit,2019-10-01 6:00:00,Workplace Tours - BMcCarthy - Section - 02883,WT 2019/10/01 Holland 1916,Completed,,27,19,,PWY-Advanced Manufacturing Career Exploration
"Historical, not yet updated",2019-09-30 6:00:00,Business and Finance Institute - BMcCarthy - Section - 02966,BFI 2019-09-30 Tucker  Leadership Lab Team Building,Completed,,7,7,,
"Historical, not yet updated",2019-09-30 6:00:00,Business and Finance Institute - DBinion - Section - 03069,BFI 2019-09-30 Tucker Leadership Lab Team Building,Completed,,15,15,,PWY-Business Career Exploration
Workplace Visit,2019-09-27 6:00:00,Workplace Tours - MGustafson - Section - 03207,WT 2019-09-27 MECA Challenge,Completed,,85,85,,PWY-Business Career Exploration
FAFSA,2019-09-26 6:00:00,College Application/ FAFSA Completion - DBinion - Section - 02922,CApp 2019/09/26 Center High School College Application Fair,Completed,0015f00000JUL9cAAH,105,84,,
FAFSA,2019-09-25 6:00:00,College Application/ FAFSA Completion - DBinion - Section - 02955,CApp 2019/09/25 Grandview FAFSA Workshop,Completed,0015f00000JUL8IAAX,214,208,,
"Historical, not yet updated",2019-09-24 6:00:00,Business and Finance Institute - KJones-Jamtgaard - Section - 00992,BFI 2019/09/24 BFI Mentor Check In,Completed,,63,45,,PWY-Business Career Exploration
Workplace Visit,2019-09-24 6:00:00,Workplace Tours - BMcCarthy - Section - 02882,WT 2019/09/24 Holland 1916,Completed,,47,39,,PWY-Advanced Manufacturing Career Exploration
FAFSA,2019-09-20 6:00:00,College Application/ FAFSA Completion - DBinion - Section - 00981,CApp 2019/09/20  Ruskin College Application Fair,Completed,0015f00000JUL8BAAX,112,91,,
Classroom Speaker,2019-09-19 6:00:00,Classroom Speaker - CVillanueva - Section - 02900,ClsS 2019-09-19 Gloria Willis Career Speakers,Completed,0015f00000JUL8cAAH,271,253,,"PWY-Health Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Business Career Exploration, PWY-Engineering Career Exploration, PWY-Construction/Trades Career Exploration"
"Historical, not yet updated",2019-09-19 6:00:00,Financial Literacy Workshops - BMcCarthy - Section - 00932,2019/09/19 Allen Village Financial Literacy Workshop,Completed,,85,84,,
"Historical, not yet updated",2019-09-17 6:00:00,TechStart - DBinion - Section - 03018,TS 2019 First Semester Ruskin,Completed,0015f00000JUL8BAAX,0,0,,
Workplace Visit,2019-09-17 6:00:00,Workplace Tours - CVillanueva - Section - 02916,WT 2019/09/17 Holland 1916,Completed,,27,19,,PWY-Advanced Manufacturing Career Exploration
"Historical, not yet updated",2019-09-16 6:00:00,TechStart - DBinion - Section - 03018,TS 2019 First Semester Ruskin,Completed,0015f00000JUL8BAAX,0,0,,CCE-College Research
Classroom Speaker,2019-09-13 6:00:00,Classroom Speaker - CVillanueva - Section - 02893,ClsS 2019-09-13 Compass Elementary Career Speakers,Completed,0015f00000JUL8DAAX,216,209,,"PWY-Health Career Exploration, PWY-Police/Fire Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Advanced Manufacturing Career Exploration, PWY-Business Career Exploration, PWY-Engineering Career Exploration"
Workplace Visit,2019-09-10 6:00:00,Workplace Tours - CVillanueva - Section - 02917,WT 2019-9-10 Holland 1916,Completed,,38,38,,PWY-Advanced Manufacturing Career Exploration
"Historical, not yet updated",2019-09-09 6:00:00,TechStart - DBinion - Section - 03018,TS 2019 First Semester Ruskin,Completed,0015f00000JUL8BAAX,0,0,,Skills-Pathway Specific Skills
"Historical, not yet updated",2019-08-21 6:00:00,TechStart - DBinion - Section - 03018,TS 2019 First Semester Ruskin,Completed,0015f00000JUL8BAAX,0,0,,"CSCs-Communication Skills, Skills-Networking Skills/Network Building"
"Historical, not yet updated",2019-07-04 6:00:00,Immersive Opportunities - KJones-Jamtgaard - Section - 00845,Client Project-Workshadow Culminating Project - April 2019,Completed,,6,6,,PWY-Bioscience Career Exploration
Internship,2019-07-04 6:00:00,Internships - KJones-Jamtgaard - Section - 00841,Intn 2019-07-04 Cerner Summer 2019 Internship,Completed,,18,18,,"PWY-Health Career Exploration, Skills-Resume Building"
"Historical, not yet updated",2019-07-04 6:00:00,Other MVA - DBinion - Section - 00823,Scholarship-Black Achievers 2019,Completed,,1,1,,"PWY-Engineering Career Exploration, PWY-Arts & Communications Career Exploration"
"Historical, not yet updated",2019-07-04 6:00:00,Hope Scholar - BMcCarthy - Section - 00827,Scholarship - Hope Scholar 2019,Completed,,24,24,,PWY-Advanced Manufacturing Career Exploration
"Historical, not yet updated",2019-07-04 6:00:00,Industry-Recognized Credentials - KJamtgaard Jones - Section - 00898,IRC Spring 2019 Pharmacy Tech,Completed,,34,34,,"CCE-Graduation/Postsecondary Plan Development, Skills-Pathway Specific Skills"
"Historical, not yet updated",2019-07-04 6:00:00,Kansas City Scholar - KJones-Jamtgaard - Section - 00902,Scholarship - KC Scholar 2019,Completed,,142,142,,
Internship,2019-07-04 6:00:00,Internships - BMcCarthy - Section - 00610,Intn 2019-07-04 Cerner Spring 2019 Internship,Completed,,17,17,,"PWY-Tech/IT Career Exploration, Skills-Resume Building"
Internship,2019-07-04 6:00:00,Internships - BMcCarthy - Section - 00497,Intn 2019-07-04 Brandlab 2019 Internship,Completed,,25,25,,"PWY-Arts & Communications Career Exploration, Skills-Resume Building"
Internship,2019-07-04 6:00:00,Internships - BMcCarthy - Section - 00498,Intn 2019-07-04 Student Law Academy 2019 Internship,Completed,,146,14,,"PWY-Law Career Exploration, PWY-Business Career Exploration, PWY-Police/Fire Career Exploration, PWY-Human Service Career Exploration, Skills-Resume Building"
"Historical, not yet updated",2019-06-24 6:00:00,TechStart - KJones-Jamtgaard - Section - 00886,Tech Summer Camp,Completed,,11,11,,"CCE-College Research, CSCs-Problem Solving Skills, CSCs-Project Management Skills, CSCs-Public Speaking and Presenting, CSCs-Teaming/Collaborating Skills, Skills-Design Thinking, Skills-Pathway Specific Skills, Reflection and Feedback"
"Historical, not yet updated",2019-06-19 6:00:00,Business and Finance Institute - KJones-Jamtgaard - Section - 00883,Business and Finance Summer Academy,Completed,,72,72,,ACT--Worksite Visit
"Historical, not yet updated",2019-06-17 6:00:00,Business and Finance Institute - KJones-Jamtgaard - Section - 00883,Business and Finance Summer Academy,Completed,,0,0,,"ACT-Campus Visit, CCE-Career Research, CCE-College Research, CCE-Graduation/Postsecondary Plan Development, CSCs-Communication Skills, CSCs-Planning Skills, Skills-ACT Preparation, Skills-Interviewing Skills, Skills-Personal Finance Skills, Skills-Resume Building, Skills-Self-Advocacy Skills"
"Historical, not yet updated",2019-06-10 6:00:00,Bioscience Academy Experience - KJones-Jamtgaard - Section - 00879,BioScience Summer Camp,Completed,,61,61,,"ACT-Campus Visit, CCE-Career Research, CCE-College Research, CSCs-Public Speaking and Presenting, CSCs-Teaming/Collaborating Skills, Skills-Pathway Specific Skills, Skills-Research Skills"
"Historical, not yet updated",2019-06-03 6:00:00,Bioscience Academy Experience - KJones-Jamtgaard - Section - 00874,BioScience Summer Camp,Completed,,32,32,,"Skills-Civic Engagement, Skills-Networking Skills/Network Building, Skills-Research Skills, Skills-Pathway Specific Skills, CCE-Career Research, CCE-College Research, CCE-Graduation/Postsecondary Plan Development, CSCs-Public Speaking and Presenting"
Campus Visit,2019-05-28 6:00:00,Campus Visit - CVillanueva - Section - 00591,CV 2019-05-28 JCCC 5th grade campus visit,Completed,,50,50,,
Workplace Visit,2019-05-26 6:00:00,Workplace Tours - BMcCarthy - Section - 00622,WT 2019-05-07 STEAM Studio,Completed,,48,48,,"PWY-Arts & Communications Career Exploration, PWY-Engineering Career Exploration"
IGNITE,2019-05-21 6:00:00,IGNITE - BMcCarthy - Section - 00495,IGNT 2019-05-21 Allen Village IGNITE,Completed,,100,100,,"PWY-Health Career Exploration, PWY-Police/Fire Career Exploration, PWY-Business Career Exploration, PWY-Engineering Career Exploration"
Employability Skills,2019-05-17 6:00:00,Employability Skills - CVillanueva - Section - 00522,EmpS 2019-05-17 Guadalupe Centers Mock Interviews,Completed,,53,53,,
Workplace Visit,2019-05-15 6:00:00,Workplace Tours - BMcCarthy - Section - 00623,WT 2019-05-15 Builder's Association,Completed,,26,26,,PWY-Construction/Trades Career Exploration
Workplace Visit,2019-05-14 6:00:00,Workplace Tours - BMcCarthy - Section - 00508,WT 2019-05-14 Holland 1916,Completed,,0,0,,PWY-Advanced Manufacturing Career Exploration
Campus Visit,2019-05-11 6:00:00,Campus Visit - BMcCarthy - Section - 00618,CV 2019-05-06 Maple Woods Vet Tech,Completed,,0,0,,
Career Jumping,2019-05-10 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00702,CJ 2019-05-10 Rosedale Career Jumping,Completed,,187,187,,"PWY-Health Career Exploration, PWY-Arts & Communications Career Exploration, PWY-Business Career Exploration, PWY-Bioscience Career Exploration, PWY-Engineering Career Exploration"
Campus Visit,2019-05-10 6:00:00,Campus Visit - BMcCarthy - Section - 00618,CV 2019-05-06 Maple Woods Vet Tech,Completed,,0,0,,
Campus Visit,2019-05-09 6:00:00,Campus Visit - BMcCarthy - Section - 00618,CV 2019-05-06 Maple Woods Vet Tech,Completed,,0,0,,
Workplace Visit,2019-05-08 6:00:00,Workplace Tours - CVillanueva - Section - 00803,WT 2019-05-08 Garmin,Completed,,9,9,,"PWY-Engineering Career Exploration, PWY-Tech/IT Career Exploration"
Campus Visit,2019-05-08 6:00:00,Campus Visit - BMcCarthy - Section - 00618,CV 2019-05-06 Maple Woods Vet Tech,Completed,,0,0,,
Campus Visit,2019-05-07 6:00:00,Campus Visit - BMcCarthy - Section - 00618,CV 2019-05-06 Maple Woods Vet Tech,Completed,,0,0,,
Campus Visit,2019-05-06 6:00:00,Campus Visit - BMcCarthy - Section - 00618,CV 2019-05-06 Maple Woods Vet Tech,Completed,,31,31,,"PWY-Health Career Exploration, PWY-Bioscience Career Exploration"
Campus Visit,2019-05-05 6:00:00,Campus Visit - BMcCarthy - Section - 00618,CV 2019-05-06 Maple Woods Vet Tech,Completed,,0,0,,
FAFSA,2019-05-03 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00635,CApp 2019-05-03 College Signing Celebration,Completed,,73,73,,
FAFSA,2019-05-02 6:00:00,College Application/ FAFSA Completion - CVillanueva - Section - 00635,CApp 2019-05-03 College Signing Celebration,Completed,,1,1,,
Classroom Speaker,2019-04-30 6:00:00,Classroom Speaker - CVillanueva - Section - 00541,ClsS 2019-04-30 Argentine Career Speakers,Completed,,222,222,,"PWY-Health Career Exploration, PWY-Police/Fire Career Exploration, PWY-Business Career Exploration, PWY-Engineering Career Exploration"
Workplace Visit,2019-04-27 6:00:00,Workplace Tours - BMcCarthy - Section - 00674,WT 2019-04-26 Sprint Accelerator,Completed,,0,0,,
Campus Visit,2019-04-27 6:00:00,Campus Visit - CVillanueva - Section - 00651,CV 2019-04-25 KU School of Business visit,Completed,,0,0,,
Workplace Visit,2019-04-26 6:00:00,Workplace Tours - BMcCarthy - Section - 00674,WT 2019-04-26 Sprint Accelerator,Completed,,24,24,,"PWY-Business Career Exploration, PWY-Arts & Communications Career Exploration"
Campus Visit,2019-04-26 6:00:00,Campus Visit - CVillanueva - Section - 00651,CV 2019-04-25 KU School of Business visit,Completed,,0,0,,
Workplace Visit,2019-04-25 6:00:00,Workplace Tours - BMcCarthy - Section - 00674,WT 2019-04-26 Sprint Accelerator,Completed,,0,0,,
Campus Visit,2019-04-25 6:00:00,Campus Visit - CVillanueva - Section - 00651,CV 2019-04-25 KU School of Business visit,Completed,,57,57,,PWY-Business Career Exploration
"Historical, not yet updated",2019-04-25 6:00:00,Bioscience Academy Experience - KJones-Jamtgaard - Section - 00776,BioA 2019-04-25 Stowers visit for Bio+,Completed,,8,8,,"PWY-Health Career Exploration, PWY-Bioscience Career Exploration"
Workplace Visit,2019-04-24 6:00:00,Workplace Tours - BMcCarthy - Section - 00674,WT 2019-04-26 Sprint Accelerator,Completed,,0,0,,
Campus Visit,2019-04-24 6:00:00,Campus Visit - CVillanueva - Section - 00651,CV 2019-04-25 KU School of Business visit,Completed,,0,0,,
Workplace Visit,2019-04-23 6:00:00,Workplace Tours - BMcCarthy - Section - 00674,WT 2019-04-26 Sprint Accelerator,Completed,,0,0,,
Workplace Visit,2019-04-23 6:00:00,Workplace Tours - CVillanueva - Section - 00544,WT 2019-04-23 Federal Reserve visit,Completed,,110,110,,PWY-Business Career Exploration
Campus Visit,2019-04-23 6:00:00,Campus Visit - CVillanueva - Section - 00651,CV 2019-04-25 KU School of Business visit,Completed,,0,0,,
Workplace Visit,2019-04-22 6:00:00,Workplace Tours - BMcCarthy - Section - 00674,WT 2019-04-26 Sprint Accelerator,Completed,,0,0,,
Campus Visit,2019-04-22 6:00:00,Campus Visit - CVillanueva - Section - 00651,CV 2019-04-25 KU School of Business visit,Completed,,0,0,,
Workplace Visit,2019-04-21 6:00:00,Workplace Tours - BMcCarthy - Section - 00674,WT 2019-04-26 Sprint Accelerator,Completed,,0,0,,
Campus Visit,2019-04-21 6:00:00,Campus Visit - CVillanueva - Section - 00651,CV 2019-04-25 KU School of Business visit,Completed,,0,0,,
Workplace Visit,2019-04-20 6:00:00,Workplace Tours - BMcCarthy - Section - 00531,WT 2019-04-17 JCCC Culinary,Completed,,0,0,,
Classroom Speaker,2019-04-20 6:00:00,Classroom Speaker - KJones-Jamtgaard - Section - 00563,ClsS 2019-04-16 Dr. Neil Shubin visit to Center,Completed,,0,0,,
Workplace Visit,2019-04-19 6:00:00,Workplace Tours - BMcCarthy - Section - 00531,WT 2019-04-17 JCCC Culinary,Completed,,0,0,,
Classroom Speaker,2019-04-19 6:00:00,Classroom Speaker - KJones-Jamtgaard - Section - 00563,ClsS 2019-04-16 Dr. Neil Shubin visit to Center,Completed,,0,0,,
Workplace Visit,2019-04-18 6:00:00,Workplace Tours - BMcCarthy - Section - 00531,WT 2019-04-17 JCCC Culinary,Completed,,0,0,,
Classroom Speaker,2019-04-18 6:00:00,Classroom Speaker - KJones-Jamtgaard - Section - 00563,ClsS 2019-04-16 Dr. Neil Shubin visit to Center,Completed,,0,0,,
Workplace Visit,2019-04-17 6:00:00,Workplace Tours - BMcCarthy - Section - 00531,WT 2019-04-17 JCCC Culinary,Completed,,16,16,,PWY-Hospitality Career Exploration
Career Jumping,2019-04-17 6:00:00,CCE-Career Jumping - CVillanueva - Section - 00597,CJ 2019-04-17 Crossroads Charter School Career Jumping,Completed,,0,0,,"PWY-Engineering Career Exploration, PWY-Arts & Communications Career Exploration,PWY-Health Career Exploration, PWY-Human Service Career Exploration"
Classroom Speaker,2019-04-17 6:00:00,Classroom Speaker - KJones-Jamtgaard - Section - 00563,ClsS 2019-04-16 Dr. Neil Shubin visit to Center,Completed,,0,0,,
Workplace Visit,2019-04-16 6:00:00,Workplace Tours - BMcCarthy - Section - 00531,WT 2019-04-17 JCCC Culinary,Completed,,0,0,,
Workplace Visit,2019-04-16 6:00:00,Workplace Tours - BMcCarthy - Section - 00507,WT 2019-04-16 Holland 1916,Completed,,0,0,,PWY-Advanced Manufacturing Career Exploration
Classroom Speaker,2019-04-16 6:00:00,Classroom Speaker - KJones-Jamtgaard - Section - 00563,ClsS 2019-04-16 Dr. Neil Shubin visit to Center,Completed,,28,28,,PWY-Bioscience Career Exploration
